genomefile,brieftax,f_major,f_ident,f_removed,n_reason_1,n_reason_2,n_reason_3,refsize,ratio,clean_bp,clean_n,dirty_n,dirty_bp,missed_n,missed_bp,taxguessed,taxprovided,comment
TARA_MED_MAG_00123.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00124.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00125.fa,genus g__GCA-2689465,0.9877899877899878,0.7196836555360281,0.050275773061630794,0,3,2,1236000,0.93,1148700,110,5,60809,2,7621,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA830;g__GCA-2689465;s__GCA-2689465 sp002689465,,
TARA_MED_MAG_00126.fa,genus g__UBA7805,0.9994874423372629,0.8252961082910322,0.0011453953482326792,0,1,0,3327000,0.74,2459212,424,1,2820,8,25454,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA7805;g__UBA7805;s__UBA7805 sp002168195,,
TARA_MED_MAG_00127.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00128.fa,genus g__EC70,0.9789402173913043,0.6095238095238096,0.025209945423468116,1,2,7,2748000,0.86,2363900,422,10,61135,12,36569,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__EC70;s__EC70 sp002705125,,
TARA_MED_MAG_00129.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00130.fa,genus g__MB11C04,0.9676025917926566,0.28545006165228115,0.022941590100203236,0,0,3,2680000,0.62,1671574,353,3,39249,11,31903,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp002722545,,
TARA_MED_MAG_00131.fa,genus g__UBA11606,0.9786259541984733,0.25211701308698997,0.020512171224542103,3,6,0,2624000,0.97,2545205,312,9,53301,5,15434,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA11606;g__UBA11606;s__UBA11606 sp002729125,,
TARA_MED_MAG_00132.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00133.fa,genus g__EC70,0.7285318559556787,0.15348639455782312,0.06468067575600749,0,17,8,2433000,0.9,2188607,424,25,151350,12,41220,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__EC70;s__EC70 sp002684575,,
TARA_MED_MAG_00134.fa,genus g__UBA7805,0.7177777777777777,0.19982238010657194,0.16616813160624666,0,75,9,3327000,0.57,1903378,456,84,379310,18,55892,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA7805;g__UBA7805;s__UBA7805 sp002168195,,
TARA_MED_MAG_00135.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00136.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00137.fa,genus g__Alteromonas,0.9975816203143894,0.7848782031002847,0.0008827722778643084,1,0,0,4441000,0.7,3107909,437,1,2746,5,14970,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas mediterranea,,
TARA_MED_MAG_00138.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00139.fa,genus g__Pseudoalteromonas,0.968075117370892,0.6877623506619309,0.03130474727868025,0,2,8,4022000,0.75,3011288,488,10,97314,13,39889,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas sp001974855,,
TARA_MED_MAG_00140.fa,genus g__None,0.2,0.0007491759065028469,0.0057934873262554185,0,5,0,0,0.0,6706597,1406,5,39081,42,135083,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_MED_MAG_00141.fa,genus g__None,0.5714285714285714,0.0010092999783721432,0.0031830946095210114,0,6,2,0,0.0,14039575,3230,8,44832,111,343756,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_MED_MAG_00142.fa,genus g__Pseudoalteromonas,0.9964824120603015,0.6698081454055873,0.0018597781578725144,0,1,0,4476000,0.67,3014099,462,1,5616,7,21744,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas agarivorans,,
TARA_MED_MAG_00143.fa,genus g__None,1.0,0.00044742729306487697,0.001744564393770559,0,1,0,0,0.0,2239626,636,1,3914,22,68856,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_PON_MAG_00001.fa,genus g__Spongiibacter,0.9851398601398601,0.6437816544738323,0.005210138243190381,0,1,1,3944000,0.9,3565301,47,2,18673,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;g__Spongiibacter;s__Spongiibacter tropicus,,
TARA_PON_MAG_00002.fa,genus g__UBA3534,1.0,0.9989148128052089,0.0,0,0,0,1926000,0.92,1772523,7,0,0,0,0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA3534;g__UBA3534;s__UBA3534 sp002376875,,
TARA_PON_MAG_00004.fa,genus g__UBA9148,0.9691656590084643,0.9462242562929062,0.03629773318911784,0,1,4,1801000,0.93,1682177,67,5,63359,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae;g__UBA9148;s__UBA9148 sp002323325,,
TARA_PON_MAG_00005.fa,genus g__UBA1672,0.9980476376415462,0.9429307805596465,0.0,0,0,0,2777000,0.99,2736532,20,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA1672;s__UBA1672 sp002320665,,
TARA_PON_MAG_00006.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PON_MAG_00007.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PON_MAG_00008.fa,genus g__UBA2521,0.9983879634605051,0.9815400843881856,0.0,0,0,0,2212000,0.87,1922892,70,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__UBA2521;s__UBA2521 sp002341165,,
TARA_PON_MAG_00009.fa,genus g__MedAcidi-G2A,1.0,0.9567053854276664,0.0,0,0,0,2052000,0.94,1930128,62,0,0,0,0,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8592;g__MedAcidi-G2A;s__MedAcidi-G2A sp002341185,,
TARA_PON_MAG_00010.fa,genus g__UBA3535,0.9903047091412742,0.9827586206896551,0.0,0,0,0,2281000,0.98,2243843,28,0,0,0,0,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__UBA3535;s__UBA3535 sp002376845,,
TARA_PON_MAG_00011.fa,genus g__Arctic95D-9,0.9970549738219895,0.9163418290854572,0.00676197984260177,0,3,2,3450000,0.98,3368970,125,5,22936,1,2606,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__Arctic95D-9;s__Arctic95D-9 sp002726915,,
TARA_PON_MAG_00012.fa,genus g__GCA-002723295,0.9860279441117764,0.36147186147186144,0.01786812562016002,0,4,0,1327000,1.08,1437185,97,4,26147,1,3002,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-002723295;s__GCA-002723295 sp002690805,,
TARA_PON_MAG_00013.fa,genus g__UBA6777,1.0,0.9928466438020578,0.0,0,0,0,10645000,0.95,10152466,260,0,0,0,0,d__Bacteria;p__Myxococcota;c__UBA6777;o__UBA6777;f__UBA6777;g__UBA6777;s__UBA6777 sp002731275,,
TARA_PON_MAG_00015.fa,genus g__UBA1532,0.9898412698412699,0.6713554987212276,0.005901189729806691,0,0,4,3523000,1.36,4775766,317,4,28350,4,14246,d__Bacteria;p__Myxococcota;c__Bradimonadia;o__UBA7976;f__UBA1532;g__UBA1532;s__UBA1532 sp002731825,,
TARA_PON_MAG_00016.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PON_MAG_00017.fa,genus g__UBA1547,0.9939393939393939,0.3806228373702422,0.0,0,0,0,618000,1.39,857414,37,0,0,0,0,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__UBA1547 sp003545655,,
TARA_PON_MAG_00018.fa,genus g__UBA7916,0.9894179894179894,0.9049247606019152,0.010349738211296434,0,1,2,1424000,1.02,1446169,142,3,15124,1,2655,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA7916;f__UBA7916;g__UBA7916;s__UBA7916 sp002320385,,
TARA_PON_MAG_00019.fa,genus g__UBA3478,0.9804964539007093,0.4600326264274062,0.023181691890069005,0,4,2,2051000,1.17,2401247,54,6,56986,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA3478;s__UBA3478 sp002691685,,
TARA_PON_MAG_00023.fa,genus g__UBA2009,0.9840728100113766,0.8267105572537032,0.018859883660646986,1,3,6,3650000,1.15,4210813,128,10,80942,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__UBA2009;s__UBA2009 sp002706025,,
TARA_PON_MAG_00024.fa,genus g__UBA2161,0.9983624454148472,0.9913419913419913,0.0,0,0,0,3307000,0.55,1817447,31,0,0,0,0,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA823;g__UBA2161;s__UBA2161 sp002730525,,
TARA_PON_MAG_00026.fa,genus g__UBA1014,0.998220640569395,0.7919210897134805,0.0,0,0,0,3470000,0.63,2180211,214,0,0,2,7285,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014;s__UBA1014 sp002683785,,
TARA_PON_MAG_00027.fa,genus g__GCA-2698995,0.9980033277870216,0.986863711001642,0.0011498420786512232,0,0,1,4152000,0.76,3156800,618,1,3634,15,50219,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__GCA-2698995;s__GCA-2698995 sp002698995,,
TARA_PON_MAG_00029.fa,genus g__SW10,0.9826743669480231,0.7441322314049587,0.016672893735348478,0,1,6,2952000,1.01,2974004,510,7,50426,10,35970,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__SW10 sp002729295,,
TARA_PON_MAG_00030.fa,genus g__Synechococcus_C,0.9949622166246851,0.6403225806451613,0.006916187236954555,0,2,0,2615000,0.48,1265444,138,2,8813,4,13776,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp003210755,,
TARA_PON_MAG_00031.fa,genus g__HIMB11,0.9924868519909842,0.7689196995956095,0.01472101622244841,1,5,1,1911000,0.92,1750155,342,7,26149,9,26594,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp002726375,,
TARA_PON_MAG_00033.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PON_MAG_00035.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PON_MAG_00036.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PON_MAG_00038.fa,genus g__Litoricola,0.9762510602205259,0.7721021611001965,0.0230627143758478,0,5,3,2067000,0.72,1497300,189,8,35347,4,12862,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__Litoricola;s__Litoricola sp002730235,,
TARA_PON_MAG_00039.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PON_MAG_00040.fa,genus g__GCA-002715585,0.9523809523809523,0.16427640156453716,0.0,0,0,0,1720000,0.43,743946,18,0,0,1,4677,d__Bacteria;p__Dadabacteria;c__UBA1144;o__UBA1144;f__UBA1144;g__GCA-002715585;s__GCA-002715585 sp002715585,,
TARA_PON_MAG_00041.fa,genus g__GCA-2730975,1.0,0.8800599700149925,0.0,0,0,0,3765000,0.53,1997685,110,0,0,0,0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__GCA-2730975;s__GCA-2730975 sp002730975,,
TARA_PON_MAG_00042.fa,genus g__Idiomarina,0.9969088098918083,0.5781948168007149,0.0,0,0,0,2557000,0.89,2277919,232,0,0,3,12031,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Idiomarina;s__Idiomarina zobellii,,
TARA_PON_MAG_00043.fa,genus g__GCA-2730555,1.0,0.9535887749595251,0.0,0,0,0,2458000,0.78,1912945,45,0,0,0,0,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__UBA1151;g__GCA-2730555;s__GCA-2730555 sp002730555,,
TARA_PON_MAG_00044.fa,genus g__UBA1547,0.994059405940594,0.8767361111111112,0.03303837354858204,0,0,1,642000,0.87,560040,72,1,19135,1,2810,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__UBA1547 sp002381485,,
TARA_PON_MAG_00046.fa,genus g__GCA-2732015,0.9977553310886644,0.6428571428571429,0.0018142366427088147,0,1,0,1416000,1.01,1434361,182,1,2607,6,21347,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED131;g__GCA-2732015;s__GCA-2732015 sp002732015,,
TARA_PON_MAG_00047.fa,genus g__MGIIb-O5,0.9980237154150198,0.8384424192212097,0.004441031779438072,0,1,0,1121000,1.08,1210982,101,1,5402,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002499345,,
TARA_PON_MAG_00048.fa,genus g__UBA7888,1.0,0.9032576505429417,0.0,0,0,0,2216000,0.49,1077837,104,0,0,2,7171,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__UBA1135;g__UBA7888;s__UBA7888 sp002500505,,
TARA_PON_MAG_00049.fa,genus g__MGIIb-O3,0.9987562189054726,0.8154158215010142,0.03349830460774955,0,1,0,1402000,0.66,920387,61,1,31900,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002722735,,
TARA_PON_MAG_00050.fa,genus g__MB11C04,0.9992266047950503,0.6322738386308069,0.0,0,0,0,2430000,0.86,2090795,336,0,0,7,21783,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp002692605,,
TARA_PON_MAG_00051.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PON_MAG_00052.fa,genus g__UBA9145,0.9895833333333334,0.6686567164179105,0.017955137172421507,1,2,0,3135000,0.32,1001071,69,3,18303,1,6319,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002684935,,
TARA_PON_MAG_00053.fa,genus g__GCA-2731375,0.9896685320705984,0.9038910505836576,0.013383732399594546,0,2,2,4406000,0.59,2604663,95,4,35333,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375;s__GCA-2731375 sp002731375,,
TARA_PON_MAG_00054.fa,genus g__UBA7883,0.9458762886597938,0.6743916570104287,0.17854354355266683,0,15,6,1795000,0.75,1351944,61,21,293845,0,0,d__Bacteria;p__Nitrospinota;c__UBA7883;o__UBA7883;f__UBA7883;g__UBA7883;s__UBA7883 sp002500605,,
TARA_PON_MAG_00055.fa,genus g__UBA4421,1.0,0.6724719101123595,0.0,0,0,0,1819000,0.98,1781940,345,0,0,6,18334,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002731575,,
TARA_PON_MAG_00056.fa,genus g__Roseibacillus,0.9997300944669366,0.9504874294510005,0.0,0,0,0,5001000,0.77,3837900,124,0,0,0,0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus;s__Roseibacillus sp002501065,,
TARA_PON_MAG_00057.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PON_MAG_00058.fa,genus g__Idiomarina,0.9987737584304108,0.803448275862069,0.0,0,0,0,2702000,0.76,2056034,338,0,0,12,35221,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Idiomarina;s__Idiomarina baltica,,
TARA_PON_MAG_00060.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PON_MAG_00061.fa,genus g__Alteromonas,0.9612162581445858,0.7186176142697882,0.038104709099445994,3,2,11,4316000,1.0,4306234,179,16,170588,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas australica,,
TARA_PON_MAG_00062.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PON_MAG_00063.fa,genus g__UBA9042,1.0,0.7002746174970577,0.0,0,0,0,2645000,0.98,2595125,552,0,0,19,58119,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__UBA9042;s__UBA9042 sp002726535,,
TARA_PON_MAG_00064.fa,genus g__SCGCAAA288-L16,0.7283582089552239,0.4566106315311222,0.17210671393006452,0,46,41,1551000,1.16,1792764,352,87,372689,8,24401,d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__SCGCAAA288-L16;s__SCGCAAA288-L16 sp002731985,,
TARA_PON_MAG_00065.fa,genus g__UBA12574,0.982060909470171,0.6596037424325811,0.010006815488522017,0,1,3,4756000,0.75,3586380,335,4,36251,5,15099,d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA8231;f__UBA8231;g__UBA12574;s__UBA12574 sp002712305,,
TARA_PON_MAG_00066.fa,genus g__UBA8438,0.9863720073664825,0.839258114374034,0.012457261464989948,0,4,5,4426000,0.71,3160118,567,9,39863,14,45658,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__UBA8438;s__UBA8438 sp002726085,,
TARA_PON_MAG_00067.fa,genus g__GCA-2725625,0.4157458563535912,0.20912767186597342,0.15672523858756976,0,26,53,3267000,0.89,2893032,453,79,537679,14,43961,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA2165;g__GCA-2725625;s__GCA-2725625 sp002725625,,
TARA_PON_MAG_00068.fa,genus g__UBA7800,0.995631825273011,0.9038353073886068,0.004466243783088798,0,1,2,6240000,0.58,3638426,843,3,16323,27,84673,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__UBA7800;s__UBA7800 sp002704825,,
TARA_PON_MAG_00069.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PON_MAG_00070.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PON_MAG_00071.fa,genus g__Roseibacillus,0.9632533072023518,0.7629906542056075,0.04437970930555902,0,10,11,3449000,0.72,2491498,397,21,115707,5,14711,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus;s__Roseibacillus sp002729275,,
TARA_PON_MAG_00072.fa,genus g__UBA11600,0.968421052631579,0.6418918918918919,0.06023358873259723,2,12,5,1584000,1.38,2192304,50,19,140514,2,6176,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA823;g__UBA11600;s__UBA11600 sp002730735,,
TARA_PON_MAG_00074.fa,genus g__None,0.2631578947368421,0.0020973617397063694,0.00733122887447497,0,13,1,0,0.0,8922637,1939,14,65897,49,157677,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_PON_MAG_00075.fa,genus g__UBA8231,0.9778915522457529,0.8425490196078431,0.029705243476058935,0,8,11,5853000,0.86,5050293,638,19,154613,8,25381,d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA8231;f__UBA8231;g__UBA8231;s__UBA8231 sp002726335,,
TARA_PON_MAG_00076.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PON_MAG_00077.fa,genus g__GCA-2725955,0.9313893653516295,0.4852267998335414,0.059018448862618665,0,22,14,4272000,0.54,2311540,440,36,144980,10,30482,d__Bacteria;p__Bdellovibrionota_B;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae;g__GCA-2725955;s__GCA-2725955 sp002725955,,
TARA_PON_MAG_00079.fa,genus g__None,0.2,0.0008496176720475786,0.003397354519289433,0,5,0,0,0.0,6106011,1762,5,20815,76,224046,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_PON_MAG_00081.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PON_MAG_00082.fa,genus g__None,0.7402597402597403,0.009533242540547233,0.020588678962525794,0,11,13,0,0.0,7947108,1719,24,167060,55,173999,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_PON_MAG_00083.fa,genus g__None,0.8888888888888888,0.0034749034749034747,0.0038216953827470237,0,1,1,0,0.0,2613417,776,2,10026,38,110510,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_PON_MAG_00084.fa,,,,,,,,,,,,,,,,,,too few hashes in major lineage; < 20%. provide a lineage for this genome.
TARA_PON_MAG_00085.fa,genus g__UBA9145,0.897003745318352,0.765774378585086,0.112771722621174,0,14,14,3816000,0.48,1825450,120,28,232025,3,7934,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002730035,,
TARA_PON_MAG_00086.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PON_MAG_00087.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PON_MAG_00088.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00001.fa,genus g__UBA7797,1.0,0.9748932965101682,0.0,0,0,0,3917000,1.01,3950680,51,0,0,1,2612,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__UBA7797;s__UBA7797 sp002480645,,
TARA_PSE_MAG_00002.fa,genus g__Maricaulis,0.9801710730948678,0.7459396751740139,0.020050656511912197,2,1,0,2579000,1.3,3342813,68,3,68397,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Maricaulis;s__Maricaulis sp002707795,,
TARA_PSE_MAG_00004.fa,genus g__GCA-2709565,1.0,0.995774647887324,0.0,0,0,0,2339000,0.94,2201353,36,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA1113;f__UBA1113;g__GCA-2709565;s__GCA-2709565 sp002709565,,
TARA_PSE_MAG_00005.fa,genus g__Olleya,0.9975467647960748,0.9760550733313379,0.007778382277337145,1,0,0,3310000,1.0,3313791,26,1,25978,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Olleya;s__Olleya sp002323495,,
TARA_PSE_MAG_00006.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00007.fa,genus g__UBA5081,1.0,0.9933151017927682,0.0,0,0,0,3351000,1.0,3338622,81,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__koll-22;g__UBA5081;s__UBA5081 sp002415785,,
TARA_PSE_MAG_00009.fa,genus g__UBA7878,0.9988590986879635,0.9722684414864116,0.0,0,0,0,3527000,1.03,3639767,22,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__UBA7878;s__UBA7878 sp002501205,,
TARA_PSE_MAG_00010.fa,genus g__Stappia,0.9916502946954814,0.8794816414686825,0.0015274627615638468,0,1,0,4125000,1.11,4586222,87,1,7016,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Stappia;s__Stappia sp002709505,,
TARA_PSE_MAG_00011.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_PSE_MAG_00013.fa,genus g__Winogradskyella,0.9973730297723292,0.9634420697412823,0.0,0,0,0,3532000,0.99,3509141,32,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella sp002682935,,
TARA_PSE_MAG_00014.fa,genus g__UBA7330,0.9998281786941581,0.9638953295793309,0.002035555680541036,0,1,0,5954000,1.03,6103816,193,1,12450,1,5358,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__UBA7330;s__UBA7330 sp002471275,,
TARA_PSE_MAG_00015.fa,genus g__UBA7803,0.951427928940859,0.8362166227905228,0.09058865660085172,4,8,12,4424000,1.06,4698019,356,24,467981,3,9774,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7803;s__UBA7803 sp002480525,,
TARA_PSE_MAG_00016.fa,genus g__Tistrella,0.9517543859649122,0.415506958250497,0.00787315131484881,0,1,1,6454000,0.94,6036824,126,2,47906,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Tistrellaceae;g__Tistrella;s__Tistrella mobilis,,
TARA_PSE_MAG_00017.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
